"District","FIPS","Year","Variable","Measure Type","Value"
"Ridgefield School District","900163970","2017-2018","Pre-K Students","Number",44
"Rocky Hill School District","900365370","2007-2008","Pre-K Students","Number",49
"Rocky Hill School District","900365370","2008-2009","Pre-K Students","Number",46
"Rocky Hill School District","900365370","2009-2010","Pre-K Students","Number",48
"Rocky Hill School District","900365370","2010-2011","Pre-K Students","Number",48
"Rocky Hill School District","900365370","2011-2012","Pre-K Students","Number",41
"Rocky Hill School District","900365370","2012-2013","Pre-K Students","Number",41
"Rocky Hill School District","900365370","2013-2014","Pre-K Students","Number",48
"Rocky Hill School District","900365370","2014-2015","Pre-K Students","Number",51
"Rocky Hill School District","900365370","2015-2016","Pre-K Students","Number",49
"Rocky Hill School District","900365370","2016-2017","Pre-K Students","Number",54
"Rocky Hill School District","900365370","2017-2018","Pre-K Students","Number",58
"Salem School District","","2007-2008","Pre-K Students","Number",13
"Salem School District","","2008-2009","Pre-K Students","Number",12
"Salem School District","","2009-2010","Pre-K Students","Number",11
"Salem School District","","2010-2011","Pre-K Students","Number",-9999
"Salem School District","","2011-2012","Pre-K Students","Number",-9999
"Salem School District","","2012-2013","Pre-K Students","Number",9
"Salem School District","","2013-2014","Pre-K Students","Number",16
"Salem School District","","2014-2015","Pre-K Students","Number",16
"Salem School District","","2015-2016","Pre-K Students","Number",14
"Salem School District","","2016-2017","Pre-K Students","Number",16
"Salem School District","","2017-2018","Pre-K Students","Number",-9999
"Salisbury School District","","2007-2008","Pre-K Students","Number",13
"Salisbury School District","","2008-2009","Pre-K Students","Number",17
"Salisbury School District","","2009-2010","Pre-K Students","Number",21
"Salisbury School District","","2010-2011","Pre-K Students","Number",20
"Salisbury School District","","2011-2012","Pre-K Students","Number",21
"Salisbury School District","","2012-2013","Pre-K Students","Number",23
"Salisbury School District","","2013-2014","Pre-K Students","Number",18
"Salisbury School District","","2014-2015","Pre-K Students","Number",16
"Salisbury School District","","2015-2016","Pre-K Students","Number",19
"Salisbury School District","","2016-2017","Pre-K Students","Number",19
"Salisbury School District","","2017-2018","Pre-K Students","Number",20
"Scotland School District","","2007-2008","Pre-K Students","Number",19
"Scotland School District","","2008-2009","Pre-K Students","Number",20
"Scotland School District","","2009-2010","Pre-K Students","Number",21
"Scotland School District","","2010-2011","Pre-K Students","Number",22
"Scotland School District","","2011-2012","Pre-K Students","Number",13
"Scotland School District","","2012-2013","Pre-K Students","Number",16
"Scotland School District","","2013-2014","Pre-K Students","Number",22
"Scotland School District","","2014-2015","Pre-K Students","Number",25
"Scotland School District","","2015-2016","Pre-K Students","Number",18
"Scotland School District","","2016-2017","Pre-K Students","Number",22
"Scotland School District","","2017-2018","Pre-K Students","Number",18
"Seymour School District","900967610","2007-2008","Pre-K Students","Number",36
"Seymour School District","900967610","2008-2009","Pre-K Students","Number",43
"Seymour School District","900967610","2009-2010","Pre-K Students","Number",34
"Seymour School District","900967610","2010-2011","Pre-K Students","Number",34
"Seymour School District","900967610","2011-2012","Pre-K Students","Number",25
"Seymour School District","900967610","2012-2013","Pre-K Students","Number",15
"Seymour School District","900967610","2013-2014","Pre-K Students","Number",24
"Seymour School District","900967610","2014-2015","Pre-K Students","Number",25
"Seymour School District","900967610","2015-2016","Pre-K Students","Number",28
"Seymour School District","900967610","2016-2017","Pre-K Students","Number",17
"Seymour School District","900967610","2017-2018","Pre-K Students","Number",19
"Sharon School District","","2007-2008","Pre-K Students","Number",9
"Sharon School District","","2008-2009","Pre-K Students","Number",11
"Sharon School District","","2009-2010","Pre-K Students","Number",8
"Sharon School District","","2010-2011","Pre-K Students","Number",9
"Sharon School District","","2011-2012","Pre-K Students","Number",8
"Sharon School District","","2012-2013","Pre-K Students","Number",6
"Sharon School District","","2013-2014","Pre-K Students","Number",9
"Sharon School District","","2014-2015","Pre-K Students","Number",6
"Sharon School District","","2015-2016","Pre-K Students","Number",9
"Sharon School District","","2016-2017","Pre-K Students","Number",8
"Sharon School District","","2017-2018","Pre-K Students","Number",0
"Shelton School District","900168170","2007-2008","Pre-K Students","Number",70
"Shelton School District","900168170","2008-2009","Pre-K Students","Number",66
"Shelton School District","900168170","2009-2010","Pre-K Students","Number",72
"Shelton School District","900168170","2010-2011","Pre-K Students","Number",57
"Shelton School District","900168170","2011-2012","Pre-K Students","Number",53
"Shelton School District","900168170","2012-2013","Pre-K Students","Number",62
"Shelton School District","900168170","2013-2014","Pre-K Students","Number",62
"Shelton School District","900168170","2014-2015","Pre-K Students","Number",60
"Shelton School District","900168170","2015-2016","Pre-K Students","Number",66
"Shelton School District","900168170","2016-2017","Pre-K Students","Number",66
"Shelton School District","900168170","2017-2018","Pre-K Students","Number",79
"Sherman School District","","2007-2008","Pre-K Students","Number",-9999
"Sherman School District","","2008-2009","Pre-K Students","Number",18
"Sherman School District","","2009-2010","Pre-K Students","Number",-9999
"Sherman School District","","2010-2011","Pre-K Students","Number",21
"Sherman School District","","2011-2012","Pre-K Students","Number",23
"Sherman School District","","2012-2013","Pre-K Students","Number",28
"Sherman School District","","2013-2014","Pre-K Students","Number",33
"Sherman School District","","2014-2015","Pre-K Students","Number",28
"Sherman School District","","2015-2016","Pre-K Students","Number",22
"Sherman School District","","2016-2017","Pre-K Students","Number",14
"Sherman School District","","2017-2018","Pre-K Students","Number",-9999
"Side By Side Charter School District","","2007-2008","Pre-K Students","Number",36
"Side By Side Charter School District","","2008-2009","Pre-K Students","Number",34
"Side By Side Charter School District","","2009-2010","Pre-K Students","Number",38
"Side By Side Charter School District","","2010-2011","Pre-K Students","Number",38
"Side By Side Charter School District","","2011-2012","Pre-K Students","Number",38
"Side By Side Charter School District","","2012-2013","Pre-K Students","Number",38
"Side By Side Charter School District","","2013-2014","Pre-K Students","Number",39
"Side By Side Charter School District","","2014-2015","Pre-K Students","Number",38
"Side By Side Charter School District","","2015-2016","Pre-K Students","Number",38
"Side By Side Charter School District","","2016-2017","Pre-K Students","Number",38
"Side By Side Charter School District","","2017-2018","Pre-K Students","Number",38
"Simsbury School District","900368940","2007-2008","Pre-K Students","Number",36
"Simsbury School District","900368940","2008-2009","Pre-K Students","Number",25
"Simsbury School District","900368940","2009-2010","Pre-K Students","Number",22
"Simsbury School District","900368940","2010-2011","Pre-K Students","Number",26
"Simsbury School District","900368940","2011-2012","Pre-K Students","Number",24
"Simsbury School District","900368940","2012-2013","Pre-K Students","Number",33
"Simsbury School District","900368940","2013-2014","Pre-K Students","Number",36
"Simsbury School District","900368940","2014-2015","Pre-K Students","Number",41
"Simsbury School District","900368940","2015-2016","Pre-K Students","Number",43
"Simsbury School District","900368940","2016-2017","Pre-K Students","Number",38
"Simsbury School District","900368940","2017-2018","Pre-K Students","Number",42
"Somers School District","901369220","2007-2008","Pre-K Students","Number",20
"Somers School District","901369220","2008-2009","Pre-K Students","Number",18
"Somers School District","901369220","2009-2010","Pre-K Students","Number",16
"Somers School District","901369220","2010-2011","Pre-K Students","Number",14
"Somers School District","901369220","2011-2012","Pre-K Students","Number",21
"Somers School District","901369220","2012-2013","Pre-K Students","Number",27
"Somers School District","901369220","2013-2014","Pre-K Students","Number",26
"Somers School District","901369220","2014-2015","Pre-K Students","Number",24
"Somers School District","901369220","2015-2016","Pre-K Students","Number",23
"Somers School District","901369220","2016-2017","Pre-K Students","Number",30
"Somers School District","901369220","2017-2018","Pre-K Students","Number",34
"Southington School District","900370550","2007-2008","Pre-K Students","Number",99
"Southington School District","900370550","2008-2009","Pre-K Students","Number",93
"Southington School District","900370550","2009-2010","Pre-K Students","Number",93
"Southington School District","900370550","2010-2011","Pre-K Students","Number",99
"Southington School District","900370550","2011-2012","Pre-K Students","Number",97
"Southington School District","900370550","2012-2013","Pre-K Students","Number",116
"Southington School District","900370550","2013-2014","Pre-K Students","Number",100
"Southington School District","900370550","2014-2015","Pre-K Students","Number",85
"Southington School District","900370550","2015-2016","Pre-K Students","Number",96
"Southington School District","900370550","2016-2017","Pre-K Students","Number",111
"Southington School District","900370550","2017-2018","Pre-K Students","Number",87
"South Windsor School District","900371390","2007-2008","Pre-K Students","Number",71
"South Windsor School District","900371390","2008-2009","Pre-K Students","Number",69
"South Windsor School District","900371390","2009-2010","Pre-K Students","Number",71
"South Windsor School District","900371390","2010-2011","Pre-K Students","Number",81
"South Windsor School District","900371390","2011-2012","Pre-K Students","Number",75
"South Windsor School District","900371390","2012-2013","Pre-K Students","Number",80
"South Windsor School District","900371390","2013-2014","Pre-K Students","Number",72
"South Windsor School District","900371390","2014-2015","Pre-K Students","Number",73
"South Windsor School District","900371390","2015-2016","Pre-K Students","Number",83
"South Windsor School District","900371390","2016-2017","Pre-K Students","Number",80
"South Windsor School District","900371390","2017-2018","Pre-K Students","Number",84
"Sprague School District","","2007-2008","Pre-K Students","Number",36
"Sprague School District","","2008-2009","Pre-K Students","Number",31
"Sprague School District","","2009-2010","Pre-K Students","Number",36
"Sprague School District","","2010-2011","Pre-K Students","Number",37
"Sprague School District","","2011-2012","Pre-K Students","Number",41
"Sprague School District","","2012-2013","Pre-K Students","Number",36
"Sprague School District","","2013-2014","Pre-K Students","Number",34
"Sprague School District","","2014-2015","Pre-K Students","Number",34
"Sprague School District","","2015-2016","Pre-K Students","Number",32
"Sprague School District","","2016-2017","Pre-K Students","Number",33
"Sprague School District","","2017-2018","Pre-K Students","Number",29
"Stafford School District","901372090","2007-2008","Pre-K Students","Number",140
"Stafford School District","901372090","2008-2009","Pre-K Students","Number",135
"Stafford School District","901372090","2009-2010","Pre-K Students","Number",136
"Stafford School District","901372090","2010-2011","Pre-K Students","Number",137
"Stafford School District","901372090","2011-2012","Pre-K Students","Number",137
"Stafford School District","901372090","2012-2013","Pre-K Students","Number",133
"Stafford School District","901372090","2013-2014","Pre-K Students","Number",100
"Stafford School District","901372090","2014-2015","Pre-K Students","Number",99
"Stafford School District","901372090","2015-2016","Pre-K Students","Number",98
"Stafford School District","901372090","2016-2017","Pre-K Students","Number",101
"Stafford School District","901372090","2017-2018","Pre-K Students","Number",91
"Stamford Academy District","","2007-2008","Pre-K Students","Number",0
"Stamford Academy District","","2008-2009","Pre-K Students","Number",0
"Stamford Academy District","","2009-2010","Pre-K Students","Number",0
"Stamford Academy District","","2010-2011","Pre-K Students","Number",0
"Stamford Academy District","","2011-2012","Pre-K Students","Number",0
"Stamford Academy District","","2012-2013","Pre-K Students","Number",0
"Stamford Academy District","","2013-2014","Pre-K Students","Number",0
"Stamford Academy District","","2014-2015","Pre-K Students","Number",0
"Stamford Academy District","","2015-2016","Pre-K Students","Number",0
"Stamford Academy District","","2016-2017","Pre-K Students","Number",0
"Stamford Academy District","","2017-2018","Pre-K Students","Number",0
"Stamford Charter School for Excellence District","","2007-2008","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2008-2009","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2009-2010","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2010-2011","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2011-2012","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2012-2013","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2013-2014","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2014-2015","Pre-K Students","Number",-6666
"Stamford Charter School for Excellence District","","2015-2016","Pre-K Students","Number",56
"Stamford Charter School for Excellence District","","2016-2017","Pre-K Students","Number",58
"Stamford Charter School for Excellence District","","2017-2018","Pre-K Students","Number",57
"Stamford School District","900173070","2007-2008","Pre-K Students","Number",103
"Stamford School District","900173070","2008-2009","Pre-K Students","Number",88
"Stamford School District","900173070","2009-2010","Pre-K Students","Number",70
"Stamford School District","900173070","2010-2011","Pre-K Students","Number",82
"Stamford School District","900173070","2011-2012","Pre-K Students","Number",85
"Stamford School District","900173070","2012-2013","Pre-K Students","Number",127
"Stamford School District","900173070","2013-2014","Pre-K Students","Number",153
"Stamford School District","900173070","2014-2015","Pre-K Students","Number",180
"Stamford School District","900173070","2015-2016","Pre-K Students","Number",246
"Stamford School District","900173070","2016-2017","Pre-K Students","Number",275
"Stamford School District","900173070","2017-2018","Pre-K Students","Number",245
"Sterling School District","","2007-2008","Pre-K Students","Number",-9999
"Sterling School District","","2008-2009","Pre-K Students","Number",28
"Sterling School District","","2009-2010","Pre-K Students","Number",-9999
"Sterling School District","","2010-2011","Pre-K Students","Number",24
"Sterling School District","","2011-2012","Pre-K Students","Number",40
"Sterling School District","","2012-2013","Pre-K Students","Number",39
"Sterling School District","","2013-2014","Pre-K Students","Number",31
"Sterling School District","","2014-2015","Pre-K Students","Number",33
"Sterling School District","","2015-2016","Pre-K Students","Number",31
"Sterling School District","","2016-2017","Pre-K Students","Number",35
"Sterling School District","","2017-2018","Pre-K Students","Number",-9999
"Stonington School District","901173770","2007-2008","Pre-K Students","Number",44
"Stonington School District","901173770","2008-2009","Pre-K Students","Number",59
"Stonington School District","901173770","2009-2010","Pre-K Students","Number",57
"Stonington School District","901173770","2010-2011","Pre-K Students","Number",62
"Stonington School District","901173770","2011-2012","Pre-K Students","Number",38
"Stonington School District","901173770","2012-2013","Pre-K Students","Number",36
"Stonington School District","901173770","2013-2014","Pre-K Students","Number",46
"Stonington School District","901173770","2014-2015","Pre-K Students","Number",38
"Stonington School District","901173770","2015-2016","Pre-K Students","Number",38
"Stonington School District","901173770","2016-2017","Pre-K Students","Number",41
"Stonington School District","901173770","2017-2018","Pre-K Students","Number",37
"Stratford School District","900174190","2007-2008","Pre-K Students","Number",105
"Stratford School District","900174190","2008-2009","Pre-K Students","Number",94
"Stratford School District","900174190","2009-2010","Pre-K Students","Number",131
"Stratford School District","900174190","2010-2011","Pre-K Students","Number",160
"Stratford School District","900174190","2011-2012","Pre-K Students","Number",147
"Stratford School District","900174190","2012-2013","Pre-K Students","Number",158
"Stratford School District","900174190","2013-2014","Pre-K Students","Number",172
"Stratford School District","900174190","2014-2015","Pre-K Students","Number",193
"Stratford School District","900174190","2015-2016","Pre-K Students","Number",152
"Stratford School District","900174190","2016-2017","Pre-K Students","Number",168
"Stratford School District","900174190","2017-2018","Pre-K Students","Number",188
"Suffield School District","900374540","2007-2008","Pre-K Students","Number",29
"Suffield School District","900374540","2008-2009","Pre-K Students","Number",57
"Suffield School District","900374540","2009-2010","Pre-K Students","Number",46
"Suffield School District","900374540","2010-2011","Pre-K Students","Number",41
"Suffield School District","900374540","2011-2012","Pre-K Students","Number",41
"Suffield School District","900374540","2012-2013","Pre-K Students","Number",32
"Suffield School District","900374540","2013-2014","Pre-K Students","Number",55
"Suffield School District","900374540","2014-2015","Pre-K Students","Number",68
"Suffield School District","900374540","2015-2016","Pre-K Students","Number",61
"Suffield School District","900374540","2016-2017","Pre-K Students","Number",50
"Suffield School District","900374540","2017-2018","Pre-K Students","Number",53
"The Bridge Academy District","","2007-2008","Pre-K Students","Number",0
"The Bridge Academy District","","2008-2009","Pre-K Students","Number",0
"The Bridge Academy District","","2009-2010","Pre-K Students","Number",0
"The Bridge Academy District","","2010-2011","Pre-K Students","Number",0
"The Bridge Academy District","","2011-2012","Pre-K Students","Number",0
"The Bridge Academy District","","2012-2013","Pre-K Students","Number",0
"The Bridge Academy District","","2013-2014","Pre-K Students","Number",0
"The Bridge Academy District","","2014-2015","Pre-K Students","Number",0
"The Bridge Academy District","","2015-2016","Pre-K Students","Number",0
"The Bridge Academy District","","2016-2017","Pre-K Students","Number",0
"The Bridge Academy District","","2017-2018","Pre-K Students","Number",0
"The Gilbert School District","","2007-2008","Pre-K Students","Number",0
"The Gilbert School District","","2008-2009","Pre-K Students","Number",0
"The Gilbert School District","","2009-2010","Pre-K Students","Number",0
"The Gilbert School District","","2010-2011","Pre-K Students","Number",0
"The Gilbert School District","","2011-2012","Pre-K Students","Number",0
"The Gilbert School District","","2012-2013","Pre-K Students","Number",0
"The Gilbert School District","","2013-2014","Pre-K Students","Number",0
"The Gilbert School District","","2014-2015","Pre-K Students","Number",0
"The Gilbert School District","","2015-2016","Pre-K Students","Number",0
"The Gilbert School District","","2016-2017","Pre-K Students","Number",0
"The Gilbert School District","","2017-2018","Pre-K Students","Number",0
"Thomaston School District","900575730","2007-2008","Pre-K Students","Number",27
"Thomaston School District","900575730","2008-2009","Pre-K Students","Number",26
"Thomaston School District","900575730","2009-2010","Pre-K Students","Number",31
"Thomaston School District","900575730","2010-2011","Pre-K Students","Number",35
"Thomaston School District","900575730","2011-2012","Pre-K Students","Number",25
"Thomaston School District","900575730","2012-2013","Pre-K Students","Number",25
"Thomaston School District","900575730","2013-2014","Pre-K Students","Number",28
"Thomaston School District","900575730","2014-2015","Pre-K Students","Number",33
"Thomaston School District","900575730","2015-2016","Pre-K Students","Number",30
"Thomaston School District","900575730","2016-2017","Pre-K Students","Number",30
"Thomaston School District","900575730","2017-2018","Pre-K Students","Number",38
"Thompson School District","901575870","2007-2008","Pre-K Students","Number",41
"Thompson School District","901575870","2008-2009","Pre-K Students","Number",45
"Thompson School District","901575870","2009-2010","Pre-K Students","Number",38
"Thompson School District","901575870","2010-2011","Pre-K Students","Number",35
"Thompson School District","901575870","2011-2012","Pre-K Students","Number",31
"Thompson School District","901575870","2012-2013","Pre-K Students","Number",39
"Thompson School District","901575870","2013-2014","Pre-K Students","Number",36
"Thompson School District","901575870","2014-2015","Pre-K Students","Number",34
"Thompson School District","901575870","2015-2016","Pre-K Students","Number",31
"Thompson School District","901575870","2016-2017","Pre-K Students","Number",42
"Thompson School District","901575870","2017-2018","Pre-K Students","Number",39
"Tolland School District","901376290","2007-2008","Pre-K Students","Number",44
"Tolland School District","901376290","2008-2009","Pre-K Students","Number",44
"Tolland School District","901376290","2009-2010","Pre-K Students","Number",47
"Tolland School District","901376290","2010-2011","Pre-K Students","Number",40
"Tolland School District","901376290","2011-2012","Pre-K Students","Number",47
"Tolland School District","901376290","2012-2013","Pre-K Students","Number",48
"Tolland School District","901376290","2013-2014","Pre-K Students","Number",71
"Tolland School District","901376290","2014-2015","Pre-K Students","Number",38
"Tolland School District","901376290","2015-2016","Pre-K Students","Number",42
"Tolland School District","901376290","2016-2017","Pre-K Students","Number",42
"Tolland School District","901376290","2017-2018","Pre-K Students","Number",38
"Torrington School District","900576570","2007-2008","Pre-K Students","Number",54
"Torrington School District","900576570","2008-2009","Pre-K Students","Number",59
"Torrington School District","900576570","2009-2010","Pre-K Students","Number",58
"Torrington School District","900576570","2010-2011","Pre-K Students","Number",48
"Torrington School District","900576570","2011-2012","Pre-K Students","Number",44
"Torrington School District","900576570","2012-2013","Pre-K Students","Number",39
"Torrington School District","900576570","2013-2014","Pre-K Students","Number",34
"Torrington School District","900576570","2014-2015","Pre-K Students","Number",47
"Torrington School District","900576570","2015-2016","Pre-K Students","Number",90
"Torrington School District","900576570","2016-2017","Pre-K Students","Number",101
"Torrington School District","900576570","2017-2018","Pre-K Students","Number",113
"Trailblazers Academy District","","2007-2008","Pre-K Students","Number",0
"Trailblazers Academy District","","2008-2009","Pre-K Students","Number",0
"Trailblazers Academy District","","2009-2010","Pre-K Students","Number",0
"Trailblazers Academy District","","2010-2011","Pre-K Students","Number",0
"Trailblazers Academy District","","2011-2012","Pre-K Students","Number",0
"Trailblazers Academy District","","2012-2013","Pre-K Students","Number",0
"Trailblazers Academy District","","2013-2014","Pre-K Students","Number",0
"Trailblazers Academy District","","2014-2015","Pre-K Students","Number",0
"Trailblazers Academy District","","2015-2016","Pre-K Students","Number",0
"Trailblazers Academy District","","2016-2017","Pre-K Students","Number",0
"Trailblazers Academy District","","2017-2018","Pre-K Students","Number",0
"Trumbull School District","900177200","2007-2008","Pre-K Students","Number",201
"Trumbull School District","900177200","2008-2009","Pre-K Students","Number",232
"Trumbull School District","900177200","2009-2010","Pre-K Students","Number",236
"Trumbull School District","900177200","2010-2011","Pre-K Students","Number",231
"Trumbull School District","900177200","2011-2012","Pre-K Students","Number",237
"Trumbull School District","900177200","2012-2013","Pre-K Students","Number",225
"Trumbull School District","900177200","2013-2014","Pre-K Students","Number",220
"Trumbull School District","900177200","2014-2015","Pre-K Students","Number",224
"Trumbull School District","900177200","2015-2016","Pre-K Students","Number",209
"Trumbull School District","900177200","2016-2017","Pre-K Students","Number",232
"Trumbull School District","900177200","2017-2018","Pre-K Students","Number",226
"Unified School District #1","","2007-2008","Pre-K Students","Number",0
"Unified School District #1","","2008-2009","Pre-K Students","Number",0
"Unified School District #1","","2009-2010","Pre-K Students","Number",0
"Unified School District #1","","2010-2011","Pre-K Students","Number",0
"Unified School District #1","","2011-2012","Pre-K Students","Number",0
"Unified School District #1","","2012-2013","Pre-K Students","Number",0
"Unified School District #1","","2013-2014","Pre-K Students","Number",0
"Unified School District #1","","2014-2015","Pre-K Students","Number",0
"Unified School District #1","","2015-2016","Pre-K Students","Number",0
"Unified School District #1","","2016-2017","Pre-K Students","Number",0
"Unified School District #1","","2017-2018","Pre-K Students","Number",0
"Unified School District #2","","2007-2008","Pre-K Students","Number",0
"Unified School District #2","","2008-2009","Pre-K Students","Number",0
"Unified School District #2","","2009-2010","Pre-K Students","Number",0
"Unified School District #2","","2010-2011","Pre-K Students","Number",0
"Unified School District #2","","2011-2012","Pre-K Students","Number",0
"Unified School District #2","","2012-2013","Pre-K Students","Number",0
"Unified School District #2","","2013-2014","Pre-K Students","Number",0
"Unified School District #2","","2014-2015","Pre-K Students","Number",0
"Unified School District #2","","2015-2016","Pre-K Students","Number",0
"Unified School District #2","","2016-2017","Pre-K Students","Number",0
"Unified School District #2","","2017-2018","Pre-K Students","Number",0
"Union School District","","2007-2008","Pre-K Students","Number",0
"Union School District","","2008-2009","Pre-K Students","Number",0
"Union School District","","2009-2010","Pre-K Students","Number",0
"Union School District","","2010-2011","Pre-K Students","Number",0
"Union School District","","2011-2012","Pre-K Students","Number",0
"Union School District","","2012-2013","Pre-K Students","Number",0
"Union School District","","2013-2014","Pre-K Students","Number",0
"Union School District","","2014-2015","Pre-K Students","Number",-9999
"Union School District","","2015-2016","Pre-K Students","Number",9
"Union School District","","2016-2017","Pre-K Students","Number",-9999
"Union School District","","2017-2018","Pre-K Students","Number",-9999
"Vernon School District","901378250","2007-2008","Pre-K Students","Number",36
"Vernon School District","901378250","2008-2009","Pre-K Students","Number",33
"Vernon School District","901378250","2009-2010","Pre-K Students","Number",123
"Vernon School District","901378250","2010-2011","Pre-K Students","Number",129
"Vernon School District","901378250","2011-2012","Pre-K Students","Number",144
"Vernon School District","901378250","2012-2013","Pre-K Students","Number",170
"Vernon School District","901378250","2013-2014","Pre-K Students","Number",177
"Vernon School District","901378250","2014-2015","Pre-K Students","Number",182
"Vernon School District","901378250","2015-2016","Pre-K Students","Number",174
"Vernon School District","901378250","2016-2017","Pre-K Students","Number",144
"Vernon School District","901378250","2017-2018","Pre-K Students","Number",139
"Voluntown School District","","2007-2008","Pre-K Students","Number",35
"Voluntown School District","","2008-2009","Pre-K Students","Number",35
"Voluntown School District","","2009-2010","Pre-K Students","Number",37
"Voluntown School District","","2010-2011","Pre-K Students","Number",38
"Voluntown School District","","2011-2012","Pre-K Students","Number",33
"Voluntown School District","","2012-2013","Pre-K Students","Number",32
"Voluntown School District","","2013-2014","Pre-K Students","Number",32
"Voluntown School District","","2014-2015","Pre-K Students","Number",31
"Voluntown School District","","2015-2016","Pre-K Students","Number",39
"Voluntown School District","","2016-2017","Pre-K Students","Number",30
"Voluntown School District","","2017-2018","Pre-K Students","Number",32
"Wallingford School District","900978740","2007-2008","Pre-K Students","Number",139
"Wallingford School District","900978740","2008-2009","Pre-K Students","Number",145
"Wallingford School District","900978740","2009-2010","Pre-K Students","Number",141
"Wallingford School District","900978740","2010-2011","Pre-K Students","Number",141
"Wallingford School District","900978740","2011-2012","Pre-K Students","Number",143
"Wallingford School District","900978740","2012-2013","Pre-K Students","Number",146
"Wallingford School District","900978740","2013-2014","Pre-K Students","Number",137
"Wallingford School District","900978740","2014-2015","Pre-K Students","Number",154
"Wallingford School District","900978740","2015-2016","Pre-K Students","Number",165
"Wallingford School District","900978740","2016-2017","Pre-K Students","Number",179
"Wallingford School District","900978740","2017-2018","Pre-K Students","Number",193
"Waterbury School District","900980070","2007-2008","Pre-K Students","Number",627
"Waterbury School District","900980070","2008-2009","Pre-K Students","Number",696
"Waterbury School District","900980070","2009-2010","Pre-K Students","Number",716
"Waterbury School District","900980070","2010-2011","Pre-K Students","Number",624
"Waterbury School District","900980070","2011-2012","Pre-K Students","Number",662
"Waterbury School District","900980070","2012-2013","Pre-K Students","Number",666
"Waterbury School District","900980070","2013-2014","Pre-K Students","Number",682
"Waterbury School District","900980070","2014-2015","Pre-K Students","Number",702
"Waterbury School District","900980070","2015-2016","Pre-K Students","Number",744
"Waterbury School District","900980070","2016-2017","Pre-K Students","Number",819
"Waterbury School District","900980070","2017-2018","Pre-K Students","Number",817
"Waterford School District","901180280","2007-2008","Pre-K Students","Number",0
"Waterford School District","901180280","2008-2009","Pre-K Students","Number",-9999
"Waterford School District","901180280","2009-2010","Pre-K Students","Number",-9999
"Waterford School District","901180280","2010-2011","Pre-K Students","Number",0
"Waterford School District","901180280","2011-2012","Pre-K Students","Number",-9999
"Waterford School District","901180280","2012-2013","Pre-K Students","Number",-9999
"Waterford School District","901180280","2013-2014","Pre-K Students","Number",-9999
"Waterford School District","901180280","2014-2015","Pre-K Students","Number",0
"Waterford School District","901180280","2015-2016","Pre-K Students","Number",0
"Waterford School District","901180280","2016-2017","Pre-K Students","Number",0
"Waterford School District","901180280","2017-2018","Pre-K Students","Number",30
"Watertown School District","900580490","2007-2008","Pre-K Students","Number",82
"Watertown School District","900580490","2008-2009","Pre-K Students","Number",93
"Watertown School District","900580490","2009-2010","Pre-K Students","Number",68
"Watertown School District","900580490","2010-2011","Pre-K Students","Number",81
"Watertown School District","900580490","2011-2012","Pre-K Students","Number",89
"Watertown School District","900580490","2012-2013","Pre-K Students","Number",77
"Watertown School District","900580490","2013-2014","Pre-K Students","Number",74
"Watertown School District","900580490","2014-2015","Pre-K Students","Number",63
"Watertown School District","900580490","2015-2016","Pre-K Students","Number",73
"Watertown School District","900580490","2016-2017","Pre-K Students","Number",76
"Watertown School District","900580490","2017-2018","Pre-K Students","Number",76
"Westbrook School District","900781680","2007-2008","Pre-K Students","Number",14
"Westbrook School District","900781680","2008-2009","Pre-K Students","Number",23
"Westbrook School District","900781680","2009-2010","Pre-K Students","Number",26
"Westbrook School District","900781680","2010-2011","Pre-K Students","Number",25
"Westbrook School District","900781680","2011-2012","Pre-K Students","Number",29
"Westbrook School District","900781680","2012-2013","Pre-K Students","Number",29
"Westbrook School District","900781680","2013-2014","Pre-K Students","Number",26
"Westbrook School District","900781680","2014-2015","Pre-K Students","Number",28
"Westbrook School District","900781680","2015-2016","Pre-K Students","Number",38
"Westbrook School District","900781680","2016-2017","Pre-K Students","Number",26
"Westbrook School District","900781680","2017-2018","Pre-K Students","Number",29
"Western Connecticut Regional Educational Services","","2007-2008","Pre-K Students","Number",156
"Western Connecticut Regional Educational Services","","2008-2009","Pre-K Students","Number",167
"Western Connecticut Regional Educational Services","","2009-2010","Pre-K Students","Number",173
"Western Connecticut Regional Educational Services","","2010-2011","Pre-K Students","Number",183
"Western Connecticut Regional Educational Services","","2011-2012","Pre-K Students","Number",197
"Western Connecticut Regional Educational Services","","2012-2013","Pre-K Students","Number",226
"Western Connecticut Regional Educational Services","","2013-2014","Pre-K Students","Number",201
"Western Connecticut Regional Educational Services","","2014-2015","Pre-K Students","Number",227
"Western Connecticut Regional Educational Services","","2015-2016","Pre-K Students","Number",213
"Western Connecticut Regional Educational Services","","2016-2017","Pre-K Students","Number",213
"Western Connecticut Regional Educational Services","","2017-2018","Pre-K Students","Number",206
"West Hartford School District","900382590","2007-2008","Pre-K Students","Number",171
