"District","FIPS","Year","Variable","Measure Type","Value"
"New London School District","901152350","2014-2015","Pre-K Students","Number",33
"New London School District","901152350","2015-2016","Pre-K Students","Number",34
"New London School District","901152350","2016-2017","Pre-K Students","Number",34
"New London School District","901152350","2017-2018","Pre-K Students","Number",49
"New Milford School District","900552630","2007-2008","Pre-K Students","Number",111
"New Milford School District","900552630","2008-2009","Pre-K Students","Number",99
"New Milford School District","900552630","2009-2010","Pre-K Students","Number",92
"New Milford School District","900552630","2010-2011","Pre-K Students","Number",83
"New Milford School District","900552630","2011-2012","Pre-K Students","Number",75
"New Milford School District","900552630","2012-2013","Pre-K Students","Number",76
"New Milford School District","900552630","2013-2014","Pre-K Students","Number",79
"New Milford School District","900552630","2014-2015","Pre-K Students","Number",73
"New Milford School District","900552630","2015-2016","Pre-K Students","Number",87
"New Milford School District","900552630","2016-2017","Pre-K Students","Number",106
"New Milford School District","900552630","2017-2018","Pre-K Students","Number",104
"Newtown School District","900152980","2007-2008","Pre-K Students","Number",86
"Newtown School District","900152980","2008-2009","Pre-K Students","Number",84
"Newtown School District","900152980","2009-2010","Pre-K Students","Number",87
"Newtown School District","900152980","2010-2011","Pre-K Students","Number",88
"Newtown School District","900152980","2011-2012","Pre-K Students","Number",82
"Newtown School District","900152980","2012-2013","Pre-K Students","Number",56
"Newtown School District","900152980","2013-2014","Pre-K Students","Number",70
"Newtown School District","900152980","2014-2015","Pre-K Students","Number",58
"Newtown School District","900152980","2015-2016","Pre-K Students","Number",48
"Newtown School District","900152980","2016-2017","Pre-K Students","Number",60
"Newtown School District","900152980","2017-2018","Pre-K Students","Number",67
"Norfolk School District","","2007-2008","Pre-K Students","Number",8
"Norfolk School District","","2008-2009","Pre-K Students","Number",10
"Norfolk School District","","2009-2010","Pre-K Students","Number",16
"Norfolk School District","","2010-2011","Pre-K Students","Number",18
"Norfolk School District","","2011-2012","Pre-K Students","Number",11
"Norfolk School District","","2012-2013","Pre-K Students","Number",8
"Norfolk School District","","2013-2014","Pre-K Students","Number",13
"Norfolk School District","","2014-2015","Pre-K Students","Number",13
"Norfolk School District","","2015-2016","Pre-K Students","Number",11
"Norfolk School District","","2016-2017","Pre-K Students","Number",7
"Norfolk School District","","2017-2018","Pre-K Students","Number",6
"North Branford School District","900953890","2007-2008","Pre-K Students","Number",20
"North Branford School District","900953890","2008-2009","Pre-K Students","Number",14
"North Branford School District","900953890","2009-2010","Pre-K Students","Number",19
"North Branford School District","900953890","2010-2011","Pre-K Students","Number",23
"North Branford School District","900953890","2011-2012","Pre-K Students","Number",25
"North Branford School District","900953890","2012-2013","Pre-K Students","Number",31
"North Branford School District","900953890","2013-2014","Pre-K Students","Number",22
"North Branford School District","900953890","2014-2015","Pre-K Students","Number",17
"North Branford School District","900953890","2015-2016","Pre-K Students","Number",16
"North Branford School District","900953890","2016-2017","Pre-K Students","Number",20
"North Branford School District","900953890","2017-2018","Pre-K Students","Number",30
"North Canaan School District","","2007-2008","Pre-K Students","Number",22
"North Canaan School District","","2008-2009","Pre-K Students","Number",19
"North Canaan School District","","2009-2010","Pre-K Students","Number",17
"North Canaan School District","","2010-2011","Pre-K Students","Number",21
"North Canaan School District","","2011-2012","Pre-K Students","Number",20
"North Canaan School District","","2012-2013","Pre-K Students","Number",16
"North Canaan School District","","2013-2014","Pre-K Students","Number",13
"North Canaan School District","","2014-2015","Pre-K Students","Number",14
"North Canaan School District","","2015-2016","Pre-K Students","Number",14
"North Canaan School District","","2016-2017","Pre-K Students","Number",16
"North Canaan School District","","2017-2018","Pre-K Students","Number",12
"North Haven School District","900954870","2007-2008","Pre-K Students","Number",58
"North Haven School District","900954870","2008-2009","Pre-K Students","Number",54
"North Haven School District","900954870","2009-2010","Pre-K Students","Number",44
"North Haven School District","900954870","2010-2011","Pre-K Students","Number",42
"North Haven School District","900954870","2011-2012","Pre-K Students","Number",46
"North Haven School District","900954870","2012-2013","Pre-K Students","Number",47
"North Haven School District","900954870","2013-2014","Pre-K Students","Number",46
"North Haven School District","900954870","2014-2015","Pre-K Students","Number",43
"North Haven School District","900954870","2015-2016","Pre-K Students","Number",49
"North Haven School District","900954870","2016-2017","Pre-K Students","Number",39
"North Haven School District","900954870","2017-2018","Pre-K Students","Number",45
"North Stonington School District","901155500","2007-2008","Pre-K Students","Number",18
"North Stonington School District","901155500","2008-2009","Pre-K Students","Number",18
"North Stonington School District","901155500","2009-2010","Pre-K Students","Number",20
"North Stonington School District","901155500","2010-2011","Pre-K Students","Number",21
"North Stonington School District","901155500","2011-2012","Pre-K Students","Number",43
"North Stonington School District","901155500","2012-2013","Pre-K Students","Number",39
"North Stonington School District","901155500","2013-2014","Pre-K Students","Number",39
"North Stonington School District","901155500","2014-2015","Pre-K Students","Number",37
"North Stonington School District","901155500","2015-2016","Pre-K Students","Number",30
"North Stonington School District","901155500","2016-2017","Pre-K Students","Number",39
"North Stonington School District","901155500","2017-2018","Pre-K Students","Number",43
"Norwalk School District","900156060","2007-2008","Pre-K Students","Number",224
"Norwalk School District","900156060","2008-2009","Pre-K Students","Number",204
"Norwalk School District","900156060","2009-2010","Pre-K Students","Number",233
"Norwalk School District","900156060","2010-2011","Pre-K Students","Number",234
"Norwalk School District","900156060","2011-2012","Pre-K Students","Number",243
"Norwalk School District","900156060","2012-2013","Pre-K Students","Number",238
"Norwalk School District","900156060","2013-2014","Pre-K Students","Number",268
"Norwalk School District","900156060","2014-2015","Pre-K Students","Number",260
"Norwalk School District","900156060","2015-2016","Pre-K Students","Number",282
"Norwalk School District","900156060","2016-2017","Pre-K Students","Number",274
"Norwalk School District","900156060","2017-2018","Pre-K Students","Number",260
"Norwich Free Academy District","","2007-2008","Pre-K Students","Number",0
"Norwich Free Academy District","","2008-2009","Pre-K Students","Number",0
"Norwich Free Academy District","","2009-2010","Pre-K Students","Number",0
"Norwich Free Academy District","","2010-2011","Pre-K Students","Number",0
"Norwich Free Academy District","","2011-2012","Pre-K Students","Number",0
"Norwich Free Academy District","","2012-2013","Pre-K Students","Number",0
"Norwich Free Academy District","","2013-2014","Pre-K Students","Number",0
"Norwich Free Academy District","","2014-2015","Pre-K Students","Number",0
"Norwich Free Academy District","","2015-2016","Pre-K Students","Number",0
"Norwich Free Academy District","","2016-2017","Pre-K Students","Number",0
"Norwich Free Academy District","","2017-2018","Pre-K Students","Number",0
"Norwich School District","901156270","2007-2008","Pre-K Students","Number",246
"Norwich School District","901156270","2008-2009","Pre-K Students","Number",256
"Norwich School District","901156270","2009-2010","Pre-K Students","Number",240
"Norwich School District","901156270","2010-2011","Pre-K Students","Number",230
"Norwich School District","901156270","2011-2012","Pre-K Students","Number",244
"Norwich School District","901156270","2012-2013","Pre-K Students","Number",287
"Norwich School District","901156270","2013-2014","Pre-K Students","Number",271
"Norwich School District","901156270","2014-2015","Pre-K Students","Number",282
"Norwich School District","901156270","2015-2016","Pre-K Students","Number",288
"Norwich School District","901156270","2016-2017","Pre-K Students","Number",285
"Norwich School District","901156270","2017-2018","Pre-K Students","Number",263
"Odyssey Community School District","","2007-2008","Pre-K Students","Number",0
"Odyssey Community School District","","2008-2009","Pre-K Students","Number",0
"Odyssey Community School District","","2009-2010","Pre-K Students","Number",0
"Odyssey Community School District","","2010-2011","Pre-K Students","Number",0
"Odyssey Community School District","","2011-2012","Pre-K Students","Number",0
"Odyssey Community School District","","2012-2013","Pre-K Students","Number",0
"Odyssey Community School District","","2013-2014","Pre-K Students","Number",0
"Odyssey Community School District","","2014-2015","Pre-K Students","Number",0
"Odyssey Community School District","","2015-2016","Pre-K Students","Number",0
"Odyssey Community School District","","2016-2017","Pre-K Students","Number",0
"Odyssey Community School District","","2017-2018","Pre-K Students","Number",0
"Old Saybrook School District","900757320","2007-2008","Pre-K Students","Number",29
"Old Saybrook School District","900757320","2008-2009","Pre-K Students","Number",38
"Old Saybrook School District","900757320","2009-2010","Pre-K Students","Number",36
"Old Saybrook School District","900757320","2010-2011","Pre-K Students","Number",45
"Old Saybrook School District","900757320","2011-2012","Pre-K Students","Number",59
"Old Saybrook School District","900757320","2012-2013","Pre-K Students","Number",57
"Old Saybrook School District","900757320","2013-2014","Pre-K Students","Number",52
"Old Saybrook School District","900757320","2014-2015","Pre-K Students","Number",41
"Old Saybrook School District","900757320","2015-2016","Pre-K Students","Number",36
"Old Saybrook School District","900757320","2016-2017","Pre-K Students","Number",51
"Old Saybrook School District","900757320","2017-2018","Pre-K Students","Number",56
"Orange School District","","2007-2008","Pre-K Students","Number",28
"Orange School District","","2008-2009","Pre-K Students","Number",22
"Orange School District","","2009-2010","Pre-K Students","Number",24
"Orange School District","","2010-2011","Pre-K Students","Number",28
"Orange School District","","2011-2012","Pre-K Students","Number",23
"Orange School District","","2012-2013","Pre-K Students","Number",21
"Orange School District","","2013-2014","Pre-K Students","Number",28
"Orange School District","","2014-2015","Pre-K Students","Number",33
"Orange School District","","2015-2016","Pre-K Students","Number",35
"Orange School District","","2016-2017","Pre-K Students","Number",37
"Orange School District","","2017-2018","Pre-K Students","Number",40
"Oxford School District","900958300","2007-2008","Pre-K Students","Number",26
"Oxford School District","900958300","2008-2009","Pre-K Students","Number",-9999
"Oxford School District","900958300","2009-2010","Pre-K Students","Number",28
"Oxford School District","900958300","2010-2011","Pre-K Students","Number",27
"Oxford School District","900958300","2011-2012","Pre-K Students","Number",25
"Oxford School District","900958300","2012-2013","Pre-K Students","Number",23
"Oxford School District","900958300","2013-2014","Pre-K Students","Number",27
"Oxford School District","900958300","2014-2015","Pre-K Students","Number",17
"Oxford School District","900958300","2015-2016","Pre-K Students","Number",18
"Oxford School District","900958300","2016-2017","Pre-K Students","Number",22
"Oxford School District","900958300","2017-2018","Pre-K Students","Number",27
"Park City Prep Charter School District","","2007-2008","Pre-K Students","Number",0
"Park City Prep Charter School District","","2008-2009","Pre-K Students","Number",0
"Park City Prep Charter School District","","2009-2010","Pre-K Students","Number",0
"Park City Prep Charter School District","","2010-2011","Pre-K Students","Number",0
"Park City Prep Charter School District","","2011-2012","Pre-K Students","Number",0
"Park City Prep Charter School District","","2012-2013","Pre-K Students","Number",0
"Park City Prep Charter School District","","2013-2014","Pre-K Students","Number",0
"Park City Prep Charter School District","","2014-2015","Pre-K Students","Number",0
"Park City Prep Charter School District","","2015-2016","Pre-K Students","Number",0
"Park City Prep Charter School District","","2016-2017","Pre-K Students","Number",0
"Park City Prep Charter School District","","2017-2018","Pre-K Students","Number",0
"Path Academy District","","2007-2008","Pre-K Students","Number",-6666
"Path Academy District","","2008-2009","Pre-K Students","Number",-6666
"Path Academy District","","2009-2010","Pre-K Students","Number",-6666
"Path Academy District","","2010-2011","Pre-K Students","Number",-6666
"Path Academy District","","2011-2012","Pre-K Students","Number",-6666
"Path Academy District","","2012-2013","Pre-K Students","Number",-6666
"Path Academy District","","2013-2014","Pre-K Students","Number",-6666
"Path Academy District","","2014-2015","Pre-K Students","Number",0
"Path Academy District","","2015-2016","Pre-K Students","Number",0
"Path Academy District","","2016-2017","Pre-K Students","Number",0
"Path Academy District","","2017-2018","Pre-K Students","Number",0
"Plainfield School District","901559980","2007-2008","Pre-K Students","Number",97
"Plainfield School District","901559980","2008-2009","Pre-K Students","Number",102
"Plainfield School District","901559980","2009-2010","Pre-K Students","Number",91
"Plainfield School District","901559980","2010-2011","Pre-K Students","Number",76
"Plainfield School District","901559980","2011-2012","Pre-K Students","Number",63
"Plainfield School District","901559980","2012-2013","Pre-K Students","Number",68
"Plainfield School District","901559980","2013-2014","Pre-K Students","Number",97
"Plainfield School District","901559980","2014-2015","Pre-K Students","Number",100
"Plainfield School District","901559980","2015-2016","Pre-K Students","Number",128
"Plainfield School District","901559980","2016-2017","Pre-K Students","Number",137
"Plainfield School District","901559980","2017-2018","Pre-K Students","Number",126
"Plainville School District","900360120","2007-2008","Pre-K Students","Number",35
"Plainville School District","900360120","2008-2009","Pre-K Students","Number",39
"Plainville School District","900360120","2009-2010","Pre-K Students","Number",55
"Plainville School District","900360120","2010-2011","Pre-K Students","Number",48
"Plainville School District","900360120","2011-2012","Pre-K Students","Number",42
"Plainville School District","900360120","2012-2013","Pre-K Students","Number",48
"Plainville School District","900360120","2013-2014","Pre-K Students","Number",44
"Plainville School District","900360120","2014-2015","Pre-K Students","Number",114
"Plainville School District","900360120","2015-2016","Pre-K Students","Number",108
"Plainville School District","900360120","2016-2017","Pre-K Students","Number",91
"Plainville School District","900360120","2017-2018","Pre-K Students","Number",147
"Plymouth School District","900560750","2007-2008","Pre-K Students","Number",78
"Plymouth School District","900560750","2008-2009","Pre-K Students","Number",63
"Plymouth School District","900560750","2009-2010","Pre-K Students","Number",76
"Plymouth School District","900560750","2010-2011","Pre-K Students","Number",65
"Plymouth School District","900560750","2011-2012","Pre-K Students","Number",62
"Plymouth School District","900560750","2012-2013","Pre-K Students","Number",58
"Plymouth School District","900560750","2013-2014","Pre-K Students","Number",69
"Plymouth School District","900560750","2014-2015","Pre-K Students","Number",70
"Plymouth School District","900560750","2015-2016","Pre-K Students","Number",54
"Plymouth School District","900560750","2016-2017","Pre-K Students","Number",55
"Plymouth School District","900560750","2017-2018","Pre-K Students","Number",73
"Pomfret School District","","2007-2008","Pre-K Students","Number",43
"Pomfret School District","","2008-2009","Pre-K Students","Number",43
"Pomfret School District","","2009-2010","Pre-K Students","Number",39
"Pomfret School District","","2010-2011","Pre-K Students","Number",26
"Pomfret School District","","2011-2012","Pre-K Students","Number",20
"Pomfret School District","","2012-2013","Pre-K Students","Number",22
"Pomfret School District","","2013-2014","Pre-K Students","Number",23
"Pomfret School District","","2014-2015","Pre-K Students","Number",-9999
"Pomfret School District","","2015-2016","Pre-K Students","Number",-9999
"Pomfret School District","","2016-2017","Pre-K Students","Number",-9999
"Pomfret School District","","2017-2018","Pre-K Students","Number",-9999
"Portland School District","900761800","2007-2008","Pre-K Students","Number",16
"Portland School District","900761800","2008-2009","Pre-K Students","Number",19
"Portland School District","900761800","2009-2010","Pre-K Students","Number",19
"Portland School District","900761800","2010-2011","Pre-K Students","Number",13
"Portland School District","900761800","2011-2012","Pre-K Students","Number",20
"Portland School District","900761800","2012-2013","Pre-K Students","Number",21
"Portland School District","900761800","2013-2014","Pre-K Students","Number",24
"Portland School District","900761800","2014-2015","Pre-K Students","Number",24
"Portland School District","900761800","2015-2016","Pre-K Students","Number",24
"Portland School District","900761800","2016-2017","Pre-K Students","Number",32
"Portland School District","900761800","2017-2018","Pre-K Students","Number",29
"Preston School District","","2007-2008","Pre-K Students","Number",-9999
"Preston School District","","2008-2009","Pre-K Students","Number",26
"Preston School District","","2009-2010","Pre-K Students","Number",15
"Preston School District","","2010-2011","Pre-K Students","Number",22
"Preston School District","","2011-2012","Pre-K Students","Number",17
"Preston School District","","2012-2013","Pre-K Students","Number",15
"Preston School District","","2013-2014","Pre-K Students","Number",14
"Preston School District","","2014-2015","Pre-K Students","Number",18
"Preston School District","","2015-2016","Pre-K Students","Number",-9999
"Preston School District","","2016-2017","Pre-K Students","Number",39
"Preston School District","","2017-2018","Pre-K Students","Number",42
"Putnam School District","901562710","2007-2008","Pre-K Students","Number",78
"Putnam School District","901562710","2008-2009","Pre-K Students","Number",86
"Putnam School District","901562710","2009-2010","Pre-K Students","Number",86
"Putnam School District","901562710","2010-2011","Pre-K Students","Number",101
"Putnam School District","901562710","2011-2012","Pre-K Students","Number",100
"Putnam School District","901562710","2012-2013","Pre-K Students","Number",118
"Putnam School District","901562710","2013-2014","Pre-K Students","Number",120
"Putnam School District","901562710","2014-2015","Pre-K Students","Number",115
"Putnam School District","901562710","2015-2016","Pre-K Students","Number",98
"Putnam School District","901562710","2016-2017","Pre-K Students","Number",108
"Putnam School District","901562710","2017-2018","Pre-K Students","Number",98
"Redding School District","","2007-2008","Pre-K Students","Number",62
"Redding School District","","2008-2009","Pre-K Students","Number",66
"Redding School District","","2009-2010","Pre-K Students","Number",62
"Redding School District","","2010-2011","Pre-K Students","Number",66
"Redding School District","","2011-2012","Pre-K Students","Number",71
"Redding School District","","2012-2013","Pre-K Students","Number",62
"Redding School District","","2013-2014","Pre-K Students","Number",57
"Redding School District","","2014-2015","Pre-K Students","Number",57
"Redding School District","","2015-2016","Pre-K Students","Number",58
"Redding School District","","2016-2017","Pre-K Students","Number",55
"Redding School District","","2017-2018","Pre-K Students","Number",55
"Regional School District 01","","2007-2008","Pre-K Students","Number",0
"Regional School District 01","","2008-2009","Pre-K Students","Number",0
"Regional School District 01","","2009-2010","Pre-K Students","Number",0
"Regional School District 01","","2010-2011","Pre-K Students","Number",0
"Regional School District 01","","2011-2012","Pre-K Students","Number",0
"Regional School District 01","","2012-2013","Pre-K Students","Number",0
"Regional School District 01","","2013-2014","Pre-K Students","Number",0
"Regional School District 01","","2014-2015","Pre-K Students","Number",0
"Regional School District 01","","2015-2016","Pre-K Students","Number",0
"Regional School District 01","","2016-2017","Pre-K Students","Number",-9999
"Regional School District 01","","2017-2018","Pre-K Students","Number",0
"Regional School District 04","","2007-2008","Pre-K Students","Number",0
"Regional School District 04","","2008-2009","Pre-K Students","Number",0
"Regional School District 04","","2009-2010","Pre-K Students","Number",0
"Regional School District 04","","2010-2011","Pre-K Students","Number",0
"Regional School District 04","","2011-2012","Pre-K Students","Number",0
"Regional School District 04","","2012-2013","Pre-K Students","Number",0
"Regional School District 04","","2013-2014","Pre-K Students","Number",0
"Regional School District 04","","2014-2015","Pre-K Students","Number",0
"Regional School District 04","","2015-2016","Pre-K Students","Number",0
"Regional School District 04","","2016-2017","Pre-K Students","Number",0
"Regional School District 04","","2017-2018","Pre-K Students","Number",0
"Regional School District 05","","2007-2008","Pre-K Students","Number",0
"Regional School District 05","","2008-2009","Pre-K Students","Number",0
"Regional School District 05","","2009-2010","Pre-K Students","Number",0
"Regional School District 05","","2010-2011","Pre-K Students","Number",0
"Regional School District 05","","2011-2012","Pre-K Students","Number",0
"Regional School District 05","","2012-2013","Pre-K Students","Number",0
"Regional School District 05","","2013-2014","Pre-K Students","Number",0
"Regional School District 05","","2014-2015","Pre-K Students","Number",0
"Regional School District 05","","2015-2016","Pre-K Students","Number",0
"Regional School District 05","","2016-2017","Pre-K Students","Number",0
"Regional School District 05","","2017-2018","Pre-K Students","Number",0
"Regional School District 06","","2007-2008","Pre-K Students","Number",14
"Regional School District 06","","2008-2009","Pre-K Students","Number",11
"Regional School District 06","","2009-2010","Pre-K Students","Number",14
"Regional School District 06","","2010-2011","Pre-K Students","Number",7
"Regional School District 06","","2011-2012","Pre-K Students","Number",18
"Regional School District 06","","2012-2013","Pre-K Students","Number",41
"Regional School District 06","","2013-2014","Pre-K Students","Number",51
"Regional School District 06","","2014-2015","Pre-K Students","Number",57
"Regional School District 06","","2015-2016","Pre-K Students","Number",64
"Regional School District 06","","2016-2017","Pre-K Students","Number",70
"Regional School District 06","","2017-2018","Pre-K Students","Number",73
"Regional School District 07","","2007-2008","Pre-K Students","Number",0
"Regional School District 07","","2008-2009","Pre-K Students","Number",0
"Regional School District 07","","2009-2010","Pre-K Students","Number",0
"Regional School District 07","","2010-2011","Pre-K Students","Number",0
"Regional School District 07","","2011-2012","Pre-K Students","Number",0
"Regional School District 07","","2012-2013","Pre-K Students","Number",0
"Regional School District 07","","2013-2014","Pre-K Students","Number",0
"Regional School District 07","","2014-2015","Pre-K Students","Number",0
"Regional School District 07","","2015-2016","Pre-K Students","Number",0
"Regional School District 07","","2016-2017","Pre-K Students","Number",0
"Regional School District 07","","2017-2018","Pre-K Students","Number",0
"Regional School District 08","","2007-2008","Pre-K Students","Number",0
"Regional School District 08","","2008-2009","Pre-K Students","Number",0
"Regional School District 08","","2009-2010","Pre-K Students","Number",0
"Regional School District 08","","2010-2011","Pre-K Students","Number",0
"Regional School District 08","","2011-2012","Pre-K Students","Number",0
"Regional School District 08","","2012-2013","Pre-K Students","Number",0
"Regional School District 08","","2013-2014","Pre-K Students","Number",0
"Regional School District 08","","2014-2015","Pre-K Students","Number",0
"Regional School District 08","","2015-2016","Pre-K Students","Number",0
"Regional School District 08","","2016-2017","Pre-K Students","Number",0
"Regional School District 08","","2017-2018","Pre-K Students","Number",0
"Regional School District 09","","2007-2008","Pre-K Students","Number",0
"Regional School District 09","","2008-2009","Pre-K Students","Number",0
"Regional School District 09","","2009-2010","Pre-K Students","Number",0
"Regional School District 09","","2010-2011","Pre-K Students","Number",0
"Regional School District 09","","2011-2012","Pre-K Students","Number",0
"Regional School District 09","","2012-2013","Pre-K Students","Number",0
"Regional School District 09","","2013-2014","Pre-K Students","Number",0
"Regional School District 09","","2014-2015","Pre-K Students","Number",0
"Regional School District 09","","2015-2016","Pre-K Students","Number",0
"Regional School District 09","","2016-2017","Pre-K Students","Number",0
"Regional School District 09","","2017-2018","Pre-K Students","Number",0
"Regional School District 10","","2007-2008","Pre-K Students","Number",58
"Regional School District 10","","2008-2009","Pre-K Students","Number",65
"Regional School District 10","","2009-2010","Pre-K Students","Number",59
"Regional School District 10","","2010-2011","Pre-K Students","Number",60
"Regional School District 10","","2011-2012","Pre-K Students","Number",46
"Regional School District 10","","2012-2013","Pre-K Students","Number",35
"Regional School District 10","","2013-2014","Pre-K Students","Number",32
"Regional School District 10","","2014-2015","Pre-K Students","Number",46
"Regional School District 10","","2015-2016","Pre-K Students","Number",44
"Regional School District 10","","2016-2017","Pre-K Students","Number",43
"Regional School District 10","","2017-2018","Pre-K Students","Number",38
"Regional School District 11","","2007-2008","Pre-K Students","Number",0
"Regional School District 11","","2008-2009","Pre-K Students","Number",0
"Regional School District 11","","2009-2010","Pre-K Students","Number",0
"Regional School District 11","","2010-2011","Pre-K Students","Number",0
"Regional School District 11","","2011-2012","Pre-K Students","Number",0
"Regional School District 11","","2012-2013","Pre-K Students","Number",0
"Regional School District 11","","2013-2014","Pre-K Students","Number",0
"Regional School District 11","","2014-2015","Pre-K Students","Number",0
"Regional School District 11","","2015-2016","Pre-K Students","Number",0
"Regional School District 11","","2016-2017","Pre-K Students","Number",0
"Regional School District 11","","2017-2018","Pre-K Students","Number",0
"Regional School District 12","","2007-2008","Pre-K Students","Number",21
"Regional School District 12","","2008-2009","Pre-K Students","Number",21
"Regional School District 12","","2009-2010","Pre-K Students","Number",29
"Regional School District 12","","2010-2011","Pre-K Students","Number",19
"Regional School District 12","","2011-2012","Pre-K Students","Number",17
"Regional School District 12","","2012-2013","Pre-K Students","Number",21
"Regional School District 12","","2013-2014","Pre-K Students","Number",28
"Regional School District 12","","2014-2015","Pre-K Students","Number",31
"Regional School District 12","","2015-2016","Pre-K Students","Number",42
"Regional School District 12","","2016-2017","Pre-K Students","Number",52
"Regional School District 12","","2017-2018","Pre-K Students","Number",41
"Regional School District 13","","2007-2008","Pre-K Students","Number",36
"Regional School District 13","","2008-2009","Pre-K Students","Number",38
"Regional School District 13","","2009-2010","Pre-K Students","Number",25
"Regional School District 13","","2010-2011","Pre-K Students","Number",26
"Regional School District 13","","2011-2012","Pre-K Students","Number",31
"Regional School District 13","","2012-2013","Pre-K Students","Number",26
"Regional School District 13","","2013-2014","Pre-K Students","Number",24
"Regional School District 13","","2014-2015","Pre-K Students","Number",35
"Regional School District 13","","2015-2016","Pre-K Students","Number",26
"Regional School District 13","","2016-2017","Pre-K Students","Number",25
"Regional School District 13","","2017-2018","Pre-K Students","Number",32
"Regional School District 14","","2007-2008","Pre-K Students","Number",17
"Regional School District 14","","2008-2009","Pre-K Students","Number",16
"Regional School District 14","","2009-2010","Pre-K Students","Number",33
"Regional School District 14","","2010-2011","Pre-K Students","Number",43
"Regional School District 14","","2011-2012","Pre-K Students","Number",45
"Regional School District 14","","2012-2013","Pre-K Students","Number",46
"Regional School District 14","","2013-2014","Pre-K Students","Number",51
"Regional School District 14","","2014-2015","Pre-K Students","Number",51
"Regional School District 14","","2015-2016","Pre-K Students","Number",48
"Regional School District 14","","2016-2017","Pre-K Students","Number",38
"Regional School District 14","","2017-2018","Pre-K Students","Number",21
"Regional School District 15","","2007-2008","Pre-K Students","Number",65
"Regional School District 15","","2008-2009","Pre-K Students","Number",58
"Regional School District 15","","2009-2010","Pre-K Students","Number",55
"Regional School District 15","","2010-2011","Pre-K Students","Number",56
"Regional School District 15","","2011-2012","Pre-K Students","Number",53
"Regional School District 15","","2012-2013","Pre-K Students","Number",54
"Regional School District 15","","2013-2014","Pre-K Students","Number",54
"Regional School District 15","","2014-2015","Pre-K Students","Number",51
"Regional School District 15","","2015-2016","Pre-K Students","Number",64
"Regional School District 15","","2016-2017","Pre-K Students","Number",59
"Regional School District 15","","2017-2018","Pre-K Students","Number",70
"Regional School District 16","","2007-2008","Pre-K Students","Number",69
"Regional School District 16","","2008-2009","Pre-K Students","Number",65
"Regional School District 16","","2009-2010","Pre-K Students","Number",68
"Regional School District 16","","2010-2011","Pre-K Students","Number",61
"Regional School District 16","","2011-2012","Pre-K Students","Number",72
"Regional School District 16","","2012-2013","Pre-K Students","Number",74
"Regional School District 16","","2013-2014","Pre-K Students","Number",56
"Regional School District 16","","2014-2015","Pre-K Students","Number",64
"Regional School District 16","","2015-2016","Pre-K Students","Number",57
"Regional School District 16","","2016-2017","Pre-K Students","Number",51
"Regional School District 16","","2017-2018","Pre-K Students","Number",54
"Regional School District 17","","2007-2008","Pre-K Students","Number",54
"Regional School District 17","","2008-2009","Pre-K Students","Number",54
"Regional School District 17","","2009-2010","Pre-K Students","Number",57
"Regional School District 17","","2010-2011","Pre-K Students","Number",46
"Regional School District 17","","2011-2012","Pre-K Students","Number",44
"Regional School District 17","","2012-2013","Pre-K Students","Number",69
"Regional School District 17","","2013-2014","Pre-K Students","Number",48
"Regional School District 17","","2014-2015","Pre-K Students","Number",38
"Regional School District 17","","2015-2016","Pre-K Students","Number",42
"Regional School District 17","","2016-2017","Pre-K Students","Number",40
"Regional School District 17","","2017-2018","Pre-K Students","Number",41
"Regional School District 18","","2007-2008","Pre-K Students","Number",52
"Regional School District 18","","2008-2009","Pre-K Students","Number",41
"Regional School District 18","","2009-2010","Pre-K Students","Number",46
"Regional School District 18","","2010-2011","Pre-K Students","Number",48
"Regional School District 18","","2011-2012","Pre-K Students","Number",50
"Regional School District 18","","2012-2013","Pre-K Students","Number",50
"Regional School District 18","","2013-2014","Pre-K Students","Number",49
"Regional School District 18","","2014-2015","Pre-K Students","Number",49
"Regional School District 18","","2015-2016","Pre-K Students","Number",46
"Regional School District 18","","2016-2017","Pre-K Students","Number",45
"Regional School District 18","","2017-2018","Pre-K Students","Number",44
"Regional School District 19","","2007-2008","Pre-K Students","Number",0
"Regional School District 19","","2008-2009","Pre-K Students","Number",0
"Regional School District 19","","2009-2010","Pre-K Students","Number",0
"Regional School District 19","","2010-2011","Pre-K Students","Number",0
"Regional School District 19","","2011-2012","Pre-K Students","Number",0
"Regional School District 19","","2012-2013","Pre-K Students","Number",0
"Regional School District 19","","2013-2014","Pre-K Students","Number",0
"Regional School District 19","","2014-2015","Pre-K Students","Number",0
"Regional School District 19","","2015-2016","Pre-K Students","Number",0
"Regional School District 19","","2016-2017","Pre-K Students","Number",0
"Regional School District 19","","2017-2018","Pre-K Students","Number",0
"Ridgefield School District","900163970","2007-2008","Pre-K Students","Number",86
"Ridgefield School District","900163970","2008-2009","Pre-K Students","Number",61
"Ridgefield School District","900163970","2009-2010","Pre-K Students","Number",45
"Ridgefield School District","900163970","2010-2011","Pre-K Students","Number",47
"Ridgefield School District","900163970","2011-2012","Pre-K Students","Number",53
"Ridgefield School District","900163970","2012-2013","Pre-K Students","Number",44
"Ridgefield School District","900163970","2013-2014","Pre-K Students","Number",39
"Ridgefield School District","900163970","2014-2015","Pre-K Students","Number",38
"Ridgefield School District","900163970","2015-2016","Pre-K Students","Number",44
"Ridgefield School District","900163970","2016-2017","Pre-K Students","Number",35
